id,bedrooms,bathrooms,tenure,garden,street,size_sqft,price_pounds,nearest_station_name,nearest_station_miles,postcode_outer
83697752,3,3,leasehold,1,"Montrose Place, Belgravia, London",,11795000,Hyde Park Corner Station,0.2,
123505373,6,5,freehold,3,"South Street, Mayfair, London, W1K",,15500000,Bond Street Station,0.4,W1K
128360117,5,3,freehold,2,"Montpelier Square, Knightsbridge, SW7",,16950000,Knightsbridge Station,0.2,SW7
133084916,5,5,share of freehold,0,"Chesham Place, Belgravia SW1",4410,17500000,Sloane Square Station,0.3,SW1
134188604,5,3,freehold,1,"Alexander Square, London, SW3",0,9250000,South Kensington Station,0.2,SW3
136316720,5,5,share of freehold,1,"Cadogan Square, London",4404,19500000,Sloane Square Station,0.2,
134353040,5,6,leasehold,0,"Portland Place, Marylebone, W1B",8174,19750000,Regent's Park Station,0.2,W1B
135821411,7,5,freehold,1,"Dawson Place, London, W2",,21500000,Notting Hill Gate Station,0.3,W2
135281699,7,7,freehold,1,"Cottesmore Gardens, London, W8",,36000000,High Street Kensington Station,0.3,W8
81588900,,,freehold,1,"Eyre Road, St John's Wood, London, NW8",0,12500000,Maida Vale Station,0.3,NW8
102976385,4,4,freehold,1,"Adams Row, Mayfair, London, W1K",,11950000,Bond Street Station,0.3,W1K
128153609,4,4,share of freehold,1,"Charles Street, Mayfair",3380,9250000,Green Park Station,0.3,
132488741,7,4,freehold,1,"Lyford Road, London, SW18",,6500000,Wandsworth Common Station,0.4,SW18
134507318,2,1,freehold,1,"Macaulay Road, Caterham on the Hill",,387500,Caterham Station,0.9,
130702874,4,4,freehold,0,"Down Street Mews, Mayfair, W1J",6964,15000000,Green Park Station,0.2,W1J
136226813,4,5,leasehold,0,"Henry Moore Court, Manresa Road, London, SW3",,13450000,South Kensington Station,0.5,SW3
114052802,9,6,freehold,1,"Heathview Gardens, Putney, London, SW15",0,7950000,Putney Station,1,SW15
117016757,16,1,ask agent,0,"Canary Wharf, Canary Wharf, E14",,7350000,South Quay Station,0.1,E14
123780068,4,4,share of freehold,0,"One Kensington Gardens, Kensington, London, W8",,13000000,High Street Kensington Station,0.3,W8
136479545,4,3,,0,"Sky View, Drapers Corner, Greensted, Essex CM5",2200,895000,Epping Station,4.4,CM5
132145202,4,3,leasehold,1,"Pearson Square, Fitzroy Place, W1T",,11500000,Goodge Street Station,0.2,W1T
132326420,6,6,freehold,0,"Mallord Street, London, SW3",0,10500000,South Kensington Station,0.5,SW3
126306764,3,3,leasehold,0,"Rutland Court, South Kensington",,6750000,Knightsbridge Station,0.3,
130337972,10,11,freehold,0,"Kenwood House, Harper Lane, Radlett, WD7",15000,20000000,Radlett Station,0.9,WD7
127768037,4,3,freehold,0,"Eaton Mews North, London, SW1X",,9750000,Sloane Square Station,0.3,SW1X
129007952,6,6,freehold,3,"Tite Street, London, SW3",,11950000,Sloane Square Station,0.5,SW3
136386995,7,,freehold,1,"Chiswick Mall, London, W4",0,16500000,Stamford Brook Station,0.4,W4
134166164,5,5,leasehold,1,"Connaught Place, Hyde Park, London, W2.",,15950000,Marble Arch Station,0.2,W2.
135598112,3,3,leasehold,1,"Marylebone Square, Moxon Street, Marylebone W1U",2336,13395000,Baker Street Station,0.3,W1U
135724235,,,freehold,1,"Eaton Place, London, SW1X",10704,19500000,Sloane Square Station,0.3,SW1X
133496300,5,5,leasehold,1,"Gloucester Gate, Regent's Park, London, NW1",,12500000,Mornington Crescent Station,0.4,NW1
136479545,4,3,,0,"Sky View, Drapers Corner, Greensted, Essex CM5",2200,895000,Epping Station,4.4,CM5
135786980,4,4,ask agent,1,"The Bromptons, Rose Square, London",,6950000,South Kensington Station,0.2,
136458860,6,5,freehold,1,"Winnington Road, Hampstead, London, N2",,9295000,East Finchley Station,0.8,N2
129123527,6,7,freehold,1,"Broomhouse Lane, Fulham SW6",,15000000,Putney Bridge Station,0.4,SW6
85991733,8,5,freehold,1,"Totteridge Common, Totteridge, London, N20",,8000000,High Barnet Station,1.5,N20
130873091,4,4,leasehold,0,"Regent's Crescent, Park Crescent West, Marylebone, London, W1B 1AA",,19750000,Regent's Park Station,0,1AA
135621365,6,6,share of freehold,0,"Princes Gate Court, London, SW7",,12300000,South Kensington Station,0.5,SW7
132171380,4,6,leasehold,1,"Weymouth Street, London, W1G",0,8950000,Regent's Park Station,0.2,W1G
124631273,6,6,freehold,0,"Cheniston Lodge, Cheniston Gardens, Kensington, W8",,7500000,High Street Kensington Station,0.1,W8
132946886,3,3,leasehold,0,"The Westin, Upper Thames St, London, EC4V",,6250000,Mansion House Station,0.1,EC4V
134849864,3,3,freehold,2,"Hays Mews, Mayfair, London, W1J",,6250000,Green Park Station,0.3,W1J
132423944,6,6,freehold,1,"South Street, Mayfair W1K",8,35000000,Hyde Park Corner Station,0.4,W1K
127678304,2,3,freehold,2,"Warwick Place, Warwick Avenue, Little Venice, London, W9",,9750000,Warwick Avenue Station,0.1,W9
86611816,3,3,leasehold,0,"Pavilion Apartments, 34 St John's Wood, London, NW8",,7995000,St. John's Wood Station,0.4,NW8
132734252,5,6,leasehold,1,"71 Bondway, London, SW8",,11251000,Vauxhall Station,0.2,SW8
123489902,3,1,leasehold,0,"Marylebone Lane, London, W1U",2042,7618000,Bond Street Station,0.3,W1U
122158586,4,4,share of freehold,1,"Northumberland Avenue, London, WC2N",,14950000,Embankment Station,0.1,WC2N
136692887,7,5,freehold,1,"Elsworthy Road, London, NW3",,16950000,Swiss Cottage Station,0.4,NW3
132065345,4,3,leasehold,0,"St. Katharines Precinct, Regent's Park, London, NW1",0,10950000,Mornington Crescent Station,0.3,NW1
114542921,7,9,leasehold,1,"Lanson Building, Chelsea Bridge Wharf, London, SW11",0,18000000,Battersea Park Station,0.2,SW11
128194742,3,3,leasehold,1,"Chesham Street, Belgravia, SW1X",1980,7950000,Sloane Square Station,0.2,SW1X
124490246,3,4,leasehold,1,"Southbank Place, Casson Square, London, SE1",2286,7850000,Waterloo Station,0.2,SE1
133589489,7,5,freehold,1,"Lyford Road, London, SW18",0,6500000,Wandsworth Common Station,0.4,SW18
127844474,3,4,leasehold,1,"Lowndes Square, London, SW1X",3700,11500000,Knightsbridge Station,0.1,SW1X
129278144,3,3,leasehold,1,"Sherrin House, London, W14",2442,6500000,West Kensington Station,0.3,W14
88799482,4,5,freehold,0,"Adams Row, Mayfair, London, W1K",3927,11950000,Bond Street Station,0.3,W1K
132526673,4,3,leasehold,0,"Corinthia Residences, 10 Whitehall Place London, SW1A",3733,17000000,Embankment Station,0.1,SW1A
124992377,3,3,leasehold,0,"Sloane Street, London",,8950000,Knightsbridge Station,0.2,
134921705,3,3,leasehold,0,"55 Knightsbridge Gate, Knightsbridge, London, SW1X",,10950000,Knightsbridge Station,0.2,SW1X
124513175,4,4,freehold,1,"Thurloe Street, South Kensington, SW7",3199,7850000,South Kensington Station,0.1,SW7
136811120,4,3,share of freehold,0,"Portland Place, Marylebone, W1B",4966,12000000,Regent's Park Station,0.2,W1B
132138446,5,5,freehold,0,"Cannon Lane, Hampstead, NW3",7940,17250000,Hampstead Station,0.3,NW3
126734519,6,5,freehold,2,"Chapel Street, Belgravia SW1X",6773,28000000,Hyde Park Corner Station,0.2,SW1X
135967733,3,1,freehold,1,"Springfield Road, London, N15",,599995,Tottenham Hale Station,0.3,N15
130767335,3,3,leasehold,0,"South Street, Mayfair, London, W1K",,9500000,Bond Street Station,0.3,W1K
118997003,2,2,ask agent,0,"Lancelot Place, Knightsbridge, SW7",1970,6950000,Knightsbridge Station,0.1,SW7
124411850,4,4,leasehold,0,"St. Mary Abbots Place, London, W8",,9500000,Kensington Olympia Station,0.3,W8
134062361,3,3,leasehold,1,"Holland Park Gate, 257-265 Kensington High Street, London, W8 6NA",,7350000,High Street Kensington Station,0.3,6NA
131520806,4,3,freehold,1,"Alexander Square, London, SW3",0,8250000,South Kensington Station,0.2,SW3
136631324,7,4,freehold,0,"Chiswick Mall, London, W4",,16500000,Stamford Brook Station,0.4,W4
131883788,2,2,leasehold,0,"Richmond Hill, Richmond, Surrey, TW10",0,1300000,Richmond Station,0.9,TW10
130863098,4,4,leasehold,1,"St. James Close, St. John's Wood, London, NW8",0,9150000,St. John's Wood Station,0.6,NW8
130786868,4,4,freehold,0,"Wilton Street, London, SW1X",,8950000,Hyde Park Corner Station,0.3,SW1X
110087600,4,4,freehold,1,"Princes Gate Mews, London, SW7.",,6950000,South Kensington Station,0.3,SW7.
85721796,3,1,leasehold,0,"One Queen Anne's Gate, Westminster, London, SW1H",2979,9450000,St. James's Park Station,0.1,SW1H
136688189,5,4,freehold,2,"Walton Place, London, SW3",,12950000,Knightsbridge Station,0.2,SW3
124980071,5,4,freehold,0,"Eaton Terrace, Belgravia, London, SW1W",0,6950000,Sloane Square Station,0.2,SW1W
134302040,4,2,freehold,2,"Clarendon Road, London, W11",,6450000,Holland Park Station,0.1,W11
86091546,5,6,leasehold,2,"Damac Tower, Nine Elms, SW8",3382,12846000,Vauxhall Station,0.2,SW8
130200836,5,5,freehold,0,"Pelham Street, South Kensington",,7500000,South Kensington Station,0,
131833544,6,4,freehold,1,"Winnington Close, Hampstead Garden Suburb",4684,6950000,East Finchley Station,0.7,
134380817,2,3,leasehold,1,"10 Broadway,
London,
SW1H 0BP",1087,3365000,St. James's Park Station,0.1,0BP
131727791,3,3,leasehold,1,"Centre Point, 103 New Oxford Street, London, WC1A",,8325000,Tottenham Court Road Station,0.1,WC1A
85963149,3,3,leasehold,1,"Regent's Crescent, Park Crescent West, Marylebone, London, W1B 1AA",,9450000,Regent's Park Station,0,1AA
134864336,4,2,freehold,0,"Navarino Road, 
London Fields, E8",,6500000,Hackney Downs Station,0.3,E8
133474496,7,5,freehold,0,"Hyver Hill, Mill Hill, London, NW7",,12500000,Elstree & Borehamwood Station,1.6,NW7
134970101,4,5,freehold,0,"Abingdon Road, Kensington, London",,8250000,High Street Kensington Station,0.2,
132263414,4,4,leasehold,1,"St Katharine's Precinct, Regent's Park, NW1",6183,16500000,Mornington Crescent Station,0.4,NW1
136482317,6,4,freehold,1,"Lyndhurst Road, Hampstead, NW3",,8000000,Hampstead Station,0.4,NW3
123925652,8,6,freehold,1,"Upper Brook Street, Mayfair",,11950000,Bond Street Station,0.2,
135125774,3,3,share of freehold,0,"Rutland Court, Knightsbridge, SW7",2137,7250000,Knightsbridge Station,0.3,SW7
134094488,4,4,share of freehold,2,"Inverforth House, Hampstead, NW3",5440,11950000,Hampstead Station,0.6,NW3
136502552,7,8,ask agent,1,"Hill House Drive, Weybridge, KT13",,9250000,Byfleet & New Haw Station,1,KT13
129730451,2,2,freehold,1,"Eaton Mews South, Belgravia, SW1W",2991,7450000,Victoria Station,0.2,SW1W
130661735,4,4,leasehold,0,"Southbank Place, Belvedere Road, London, SE1",3862,17000000,Waterloo Station,0.2,SE1
134204180,6,5,ask agent,0,"Curzon Street, Mayfair, London, W1J",,9750000,Green Park Station,0.2,W1J
124457726,4,4,leasehold,1,"Residence 26, Lancer Square, 5A Kensington Church St, W8",,12850000,High Street Kensington Station,0.2,W8
120924869,5,4,freehold,0,"Fulham Road, Chelsea, London, SW10",0,10000000,Fulham Broadway Station,0.4,SW10
122334167,3,3,leasehold,0,"Moxon Street, London, W1U",1938,8201000,Baker Street Station,0.3,W1U
123780185,5,5,share of freehold,0,"One Kensington Gardens, Kensington, London, W8",,23000000,High Street Kensington Station,0.3,W8
119387318,6,6,freehold,1,"Totteridge Common, Totteridge, London, N20",,8000000,High Barnet Station,1.5,N20
128615171,11,6,freehold,0,"Parkside, Wimbledon, SW19",,7495000,Wimbledon Station,0.9,SW19
122351237,3,2,leasehold,0,"Moxon Street, W1U",1936,8130000,Bond Street Station,0.3,W1U
130664042,7,5,freehold,0,"Tilehouse Lane, Denham, England",,6750000,Denham Golf Club Station,1.2,
131793479,7,6,freehold,1,"St. Mary's Road, London, SW19",,6950000,Wimbledon Station,0.3,SW19
106185638,6,6,freehold,1,"Totteridge Common, London, N20",,8000000,High Barnet Station,1.5,N20
134757551,4,3,freehold,0,"Loudoun Road, London, NW8",,6450000,St. John's Wood Station,0.2,NW8
133876580,4,3,freehold,1,"Templewood Avenue, Hampstead, London, NW3",,8500000,Hampstead Station,0.5,NW3
119865155,4,5,leasehold,1,"The Knightsbridge Apartments, 199 Knightsbridge, SW7",,15000000,Knightsbridge Station,0.1,SW7
133245716,3,2,leasehold,0,"Dudden Hill, London, Nw10",,650000,Neasden Station,0.2,Nw10
135905741,5,3,freehold,1,"The Ridgeway, Northaw,",,1000000,Cuffley Station,1.6,
85758966,5,5,freehold,0,"Eaton Terrace, Belgravia, London",,6950000,Sloane Square Station,0.2,
107688047,6,7,freehold,0,"Vicarage Gate, Kensington, London",,20000000,High Street Kensington Station,0.3,
134087792,9,9,freehold,1,"Oxshott, Surrey, KT22",,12500000,Oxshott Station,0.1,KT22
134996579,6,5,freehold,1,"Murray Road, Wimbledon, London, SW19",0,8950000,Wimbledon Station,0.6,SW19
85944714,3,2,leasehold,0,"Montrose Place, Belgravia, London, SW1X",,11000000,Hyde Park Corner Station,0.2,SW1X
130570982,4,3,leasehold,0,"Sloane Street, Knightsbridge, SW1X",,8950000,Knightsbridge Station,0.2,SW1X
135741770,6,5,freehold,0,"Chester Street, London, SW1X",4236,10950000,Hyde Park Corner Station,0.3,SW1X
134379200,3,3,leasehold,1,"Knightsbridge Gate, Knightsbridge, London, SW1X",,15715000,Knightsbridge Station,0.2,SW1X
129619127,5,6,freehold,1,"Kensington and Chelsea, SW7",,15500000,South Kensington Station,0.1,SW7
124019321,2,1,leasehold,0,"Byton Road, London",,475000,Tooting Station,0.2,
122334161,3,3,leasehold,0,"Moxon Street, London, W1U",1938,7618000,Baker Street Station,0.3,W1U
113409026,4,3,ask agent,0,"Park Street, London, W1K",2749,7750000,Marble Arch Station,0.2,W1K
132892601,,,,1,"Golf Club Road, St George's Hill, Weybridge, Surrey, KT13",,17000000,Weybridge Station,0.8,KT13
131745737,5,2,share of freehold,0,"Lancaster Gate, Bayswater, W2",3196,6950000,Lancaster Gate Station,0.1,W2
134462744,5,6,freehold,1,"Hampstead Lane, Hampstead, London, NW3",0,14500000,Golders Green Station,0.9,NW3
102292856,4,3,freehold,1,"Adams Row, London, W1K",4000,11950000,Bond Street Station,0.3,W1K
132124346,6,6,freehold,0,"Wadham Gardens, Primrose Hill, London, NW3",,18950000,Swiss Cottage Station,0.3,NW3
133208318,3,3,leasehold,1,"Arlington Street, St. James's",,15500000,Green Park Station,0.2,
127529432,13,19,freehold,0,"Winnington Road, London, N2",0,11950000,Golders Green Station,0.9,N2
132071141,5,5,leasehold,1,"3 Merchant Square, London, W2",3900,9000000,Edgware Road (Bakerloo) Station,0.2,W2
134967788,4,4,freehold,0,"Derby Road, London, E9",,6500000,London Fields Station,0.5,E9
130709786,7,6,leasehold,0,"Park Street, Mayfair",,15000000,Marble Arch Station,0.1,
134455154,4,3,freehold,1,"Sebastian Avenue, Shenfield, Brentwood",,1075000,Shenfield Station,0.3,
125201711,5,5,share of freehold,1,"Apartment 9, The Sloane Building, Hortensia Road, London, SW10",6039,12500000,Imperial Wharf Station,0.5,SW10
124997756,7,6,freehold,2,"Westbourne Terrace, Bayswater, London, W2.",,11000000,Lancaster Gate Station,0.2,W2.
134348807,,,freehold,0,"Arlington Street, St James's",,8500000,Green Park Station,0.2,
85829640,3,4,ask agent,1,"Damac Tower, Vauxhall, SW8",3538,11863000,Vauxhall Station,0.2,SW8
85114587,4,3,leasehold,1,"Eaton Square, London, SW1W",0,8250000,Sloane Square Station,0.2,SW1W
131401916,4,3,freehold,1,"Burtonhole Lane, London, NW7",,7000000,Mill Hill East Station,1.1,NW7
135779303,5,4,leasehold,0,"Chester Terrace, Regents Park, London, NW1",4425,12500000,Great Portland Street Station,0.4,NW1
136206797,6,4,freehold,1,"Hamilton Terrace, St. John's Wood, London, NW8",,9950000,Maida Vale Station,0.2,NW8
131842259,3,,leasehold,0,"Buckingham Gate, London",,9500000,Victoria Station,0.3,
131663882,,,freehold,1,"Lymington Road, London, NW6",0,6250000,West Hampstead Thameslink Station,0.2,NW6
129074174,3,3,leasehold,0,"PENTHOUSE, W1 Place, Great Portland Street, Marylebone W1W",1537,6595000,Great Portland Street Station,0.1,W1W
136637612,2,3,ask agent,1,"Canary Wharf,
London, 
E14 9QG",2080,4700000,South Quay Station,0.2,9QG
122351219,3,2,leasehold,0,"Moxon Street, W1U",1938,8285000,Bond Street Station,0.3,W1U
135853796,3,3,ask agent,0,"King Street, Mayfair",,8750000,Piccadilly Circus Station,0.2,
135766439,5,2,freehold,2,"Chilberton Drive, Merstham, Redhill, Surrey",,515000,Merstham Station,0.8,
133859420,3,3,leasehold,1,"Hollandgreen Place, Kensington, London, W8",,6250000,High Street Kensington Station,0.3,W8
135837899,2,3,ask agent,0,"Grosvenor Square, Mayfair",,8500000,Bond Street Station,0.2,
135699254,10,4,freehold,1,"Castelnau, Barnes, London, SW13",0,7950000,Barnes Bridge Station,0.7,SW13
128075894,4,4,freehold,0,"Swains Lane, Highgate, London, N6",,7000000,Archway Station,0.7,N6
115212518,3,3,leasehold,0,"Queen Anne's Gate, Westminster, SW1H",2979,9450000,St. James's Park Station,0.1,SW1H
132560018,3,4,freehold,1,"Paultons Square, London, SW3",0,6450000,South Kensington Station,0.7,SW3
86191854,4,4,freehold,1,"Devonshire Place Mews, London, W1G",0,6500000,Regent's Park Station,0.2,W1G
136143284,6,6,freehold,3,"Upper Addison Gardens, Holland Park, London, W14",,9500000,Shepherd's Bush (Central) Station,0.2,W14
126371027,3,3,leasehold,0,"Southbank Place, Belvedere Road, London, SE1",,12950000,Waterloo Station,0.2,SE1
126919400,3,3,leasehold,2,"Chesham Street, Belgravia, SW1X",2604,8950000,Sloane Square Station,0.2,SW1X
135721637,3,1,freehold,1,"Mead Way, Bromley",1077,550000,Hayes Station,0.9,
129241502,8,8,freehold,1,"Charles Street, Mayfair, W1J",,16500000,Green Park Station,0.3,W1J
133466396,7,4,leasehold,3,"Bathurst Street, London, W2.",,6750000,Lancaster Gate Station,0.1,W2.
121355711,4,3,leasehold,1,"Belgrave Square, London, SW1X",,6950000,Hyde Park Corner Station,0.3,SW1X
127444667,6,6,leasehold,1,"Davies Street, Mayfair, London, W1K.",,15950000,Bond Street Station,0.2,W1K.
119024405,6,8,freehold,0,"South Ridge, St Georges Hill, Weybridge, Surrey, KT13",0,6950000,Weybridge Station,1.1,KT13
135798875,7,5,freehold,1,"Parkside, London, SW19",,9495500,Wimbledon Station,0.8,SW19
128911697,4,5,leasehold,1,"Blenheim House, One Tower Bridge, Crown Square, London, SE1",,6900000,London Bridge Station,0.4,SE1
133859039,4,4,freehold,0,"Norfolk Road, London, NW8",,6250000,St. John's Wood Station,0.2,NW8
127284668,7,6,leasehold,2,"Hanover Terrace, London, NW1",,22500000,Marylebone Station,0.4,NW1
133823450,6,6,freehold,1,"Rutland Gardens, London, SW7",0,21950000,Knightsbridge Station,0.2,SW7
124537235,7,5,freehold,1,"Daleham Gardens, Hampstead, London, NW3",0,12500000,Finchley Road Station,0.3,NW3
134698919,3,5,share of freehold,1,"Allingham Court, 44 The Bishops Avenue, London, N2",0,7400000,East Finchley Station,0.5,N2
131927141,7,5,freehold,0,"Brick Street, Mayfair, London, W1J",0,35000000,Hyde Park Corner Station,0.2,W1J
86166573,7,7,freehold,1,"Leinster Gardens, Bayswater, London, W2.",,9000000,Bayswater Station,0.2,W2.
132478400,4,4,leasehold,0,"St. Mary Abbots Place, London, W8",0,9950000,Kensington Olympia Station,0.3,W8
119433863,4,4,freehold,1,"Adams Row, Mayfair",,11950000,Bond Street Station,0.3,
136619492,5,4,freehold,0,"Gerald Road, London, SW1W",,7950000,Sloane Square Station,0.2,SW1W
136456484,5,3,freehold,0,"Woodside Avenue, Woodside Park, N12",,1699950,Woodside Park Station,0.4,N12
134940281,3,3,leasehold,0,"Lancelot Place, SW7",,8999950,Knightsbridge Station,0.1,SW7
134062454,4,4,leasehold,0,"Holland Park Gate, 257-265 Kensington High Street, London, W8 6NA",,23500000,High Street Kensington Station,0.3,6NA
135027587,7,6,freehold,0,"Loom Lane, Radlett, Hertfordshire, WD7",,7950000,Radlett Station,0.4,WD7
126542639,6,5,freehold,3,"Hyde Park Crescent, Hyde Park Estate, London, W2.",,8950000,Lancaster Gate Station,0.4,W2.
131687600,5,4,ask agent,0,Bondway,3622,12846000,Vauxhall Station,0.1,
136265114,3,3,leasehold,0,"North Audley Street, Mayfair, London, W1K",,6950000,Bond Street Station,0.2,W1K
134622464,6,5,freehold,2,"Melina Place, St. John's Wood, London, NW8",,10500000,Maida Vale Station,0.4,NW8
129685634,6,6,freehold,1,"Moore Street, Chelsea, SW3",,6500000,Sloane Square Station,0.3,SW3
126821273,3,3,share of freehold,0,"Blandford Street, Marylebone, London, W1U",,8395000,Baker Street Station,0.4,W1U
136213397,3,3,leasehold,0,"Montrose House, Montrose Place, SW1X",,6500000,Hyde Park Corner Station,0.2,SW1X
86135793,4,3,freehold,2,"Courtnell Street, Bayswater, Westminster, W2",,6500000,Westbourne Park Station,0.3,W2
134155481,7,5,ask agent,1,"Princes Gate, Kensington, London, SW7",,30000000,South Kensington Station,0.4,SW7
135553982,5,5,freehold,0,"Hillside, Wimbledon Village, SW19",,7500000,Dundonald Road Tram Stop0.5 milesStation,0.5,SW19
128150369,5,6,freehold,1,"South Street, London",,35000000,Hyde Park Corner Station,0.4,
127510295,9,9,,0,"Winnington Road, N2",20246,11950000,Golders Green Station,0.9,N2
136612736,4,5,freehold,0,"Penthouse at Thames City, Nine Elms, SW8",3700,6000000,Nine Elms Station,0.2,SW8
131906246,5,6,leasehold,0,"Cambridge Gate, Regent's Park, London, NW1",,8500000,Great Portland Street Station,0.2,NW1
134414513,3,4,leasehold,0,"Davies Street, London, W1K",0,6900000,Bond Street Station,0.2,W1K
134916701,4,2,freehold,2,"Lansdowne Road, Notting Hill, London, W11",,6750000,Holland Park Station,0.3,W11
131051519,6,7,leasehold,1,"Coleridge Gardens, London SW10",,7350000,Fulham Broadway Station,0.3,SW10
135904277,4,3,freehold,1,"Norfolk Road, St John's Wood, London, NW8",,15500000,St. John's Wood Station,0.3,NW8
120678155,3,2,ask agent,1,"Moxon Street, London, W1U",2053,8201000,Bond Street Station,1.4,W1U
131676899,3,4,leasehold,1,"Park Lane, Mayfair, London",2897,6500000,Marble Arch Station,0.7,
136367312,3,3,leasehold,0,"Franklins Row, Chelsea, London, SW3",,8500000,Sloane Square Station,0.2,SW3
117033140,10,8,freehold,1,"Hamilton Terrace, St. John's Wood, London, NW8",,15000000,Maida Vale Station,0.2,NW8
134740892,8,11,freehold,0,"Hadley Common, Hertfordshire, EN5",,12000000,High Barnet Station,0.6,EN5
124930529,6,6,freehold,0,"Bourdon Street, Mayfair, W1K",5788,19750000,Bond Street Station,0.3,W1K
135969098,4,4,freehold,3,"Boyne Terrace Mews, London, W11",,6750000,Holland Park Station,0.1,W11
128916896,5,7,leasehold,1,"Pont Street, Knightsbridge",,20000000,Knightsbridge Station,0.3,
125373278,4,3,ask agent,2,"Pearce House South, Circus Road West, Battersea Power Station",,8250000,Battersea Power Underground Station,0.2,
127728065,3,3,leasehold,3,"Residence 11, Lancer Square, Kensington Church Street, London, W8",0,12180000,High Street Kensington Station,0.2,W8
93970547,5,5,leasehold,0,"Bathurst Street, Hyde Park Estate, London, W2",3523,7950000,Lancaster Gate Station,0.1,W2
131417660,8,4,leasehold,3,"Connaught Square, Hyde Park Estate, London, W2.",,8000000,Marble Arch Station,0.2,W2.
126648752,3,2,leasehold,1,"Cumberland Terrace, Regent's Park, London, NW1",0,7500000,Mornington Crescent Station,0.3,NW1
132921404,6,3,freehold,2,"Navarino Road, London, E8",,6500000,Hackney Downs Station,0.3,E8
135985745,5,3,freehold,1,"Scarsdale Villas, London, W8",2671,6500000,High Street Kensington Station,0.2,W8
133973492,6,3,freehold,0,"Sheffield Terrace, Kensington, W8",,6350000,Notting Hill Gate Station,0.2,W8
125934725,5,3,ask agent,0,"Duke Street, London, W1K",3466,8450000,Bond Street Station,0.1,W1K
134582801,7,6,freehold,1,"Hans Place, 
Knightsbridge, SW1X",4275,13500000,Knightsbridge Station,0.3,SW1X
136648247,4,5,freehold,1,"Old Church Street, London, SW3",0,10250000,South Kensington Station,0.4,SW3
132219137,5,4,freehold,2,"Gerald Road, London, SW1W",,7500000,Sloane Square Station,0.2,SW1W
127855313,3,2,share of freehold,0,"South Lodge, Knightsbridge, London SW7",1850,6250000,Knightsbridge Station,0.3,SW7
135737633,5,5,freehold,1,"Wigley Bush Lane, South Weald, Brentwood, Essex, CM14",0,7000000,Brentwood Station,1.4,CM14
86137569,3,3,freehold,1,"Courtnell Street, London",,6500000,Westbourne Park Station,0.4,
129124130,3,3,leasehold,1,"Arlington Street, Mayfair, London, SW1A",,6950000,Green Park Station,0.2,SW1A
111896183,4,5,ask agent,1,"Damac Tower, Nine Elms, London",,10000000,Vauxhall Station,0.2,
129729956,4,4,leasehold,1,"1 Ebury Square, Belgravia, London SW1W",3698,11750000,Sloane Square Station,0.3,SW1W
135078500,4,,leasehold,0,"Davies Street, Mayfair, W1K",,7000000,Bond Street Station,0.2,W1K
128166905,6,5,freehold,2,"Earls Terrace, London, W8",4802,9000000,Kensington Olympia Station,0.4,W8
134573765,5,4,freehold,1,"Chester Row, 
Belgravia, SW1W",2951,6850000,Sloane Square Station,0.2,SW1W
128815631,5,3,share of freehold,1,"Ennismore Gardens, 
Knightsbridge, SW7",3405,6500000,South Kensington Station,0.4,SW7
134939954,8,3,freehold,1,"Peek Crescent, Wimbledon, London, SW19",0,8500000,Wimbledon Station,0.8,SW19
132537128,6,6,freehold,1,"West Lodge, Compton Avenue, N6",6900,9500000,Highgate Station,0.8,N6
131017301,6,6,ask agent,1,"Herbert Crescent, Knightsbridge, SW1X",4430,19950000,Knightsbridge Station,0.2,SW1X
125853209,3,3,share of freehold,1,"Chesham Street, SW1X",,7950000,Sloane Square Station,0.2,SW1X
136646210,3,3,leasehold,1,"Lowndes Square, SW1",,6400000,Knightsbridge Station,0.1,SW1
134126141,7,5,freehold,0,"Warren Rise, Coombe, KT3",,8000000,New Malden Station,0.8,KT3
135626417,2,1,leasehold,1,"87 Bromley Road, Shortlands, BROMLEY, BR2",,400000,Shortlands Station,0.3,BR2
134337335,6,4,freehold,2,"Winnington Close, Hampstead Garden Suburb, London, N2",4684,6950000,East Finchley Station,0.7,N2
132965129,8,7,freehold,0,"Thurloe Square, London",4674,9250000,South Kensington Station,0.1,
85766535,3,4,leasehold,1,"Marylebone Square, Moxon Street, Marylebone, W1U",,7695000,Baker Street Station,0.4,W1U
135926999,3,3,leasehold,1,"Canary Wharf,
London, 
E14 9QG",1334,2400000,South Quay Station,0.2,9QG
134761853,7,7,freehold,2,"Kelso Place, London, W8",,14950000,High Street Kensington Station,0.2,W8
131449529,6,6,freehold,0,"Orchard View, Theobald Street",,9950000,Radlett Station,0.9,
130463732,3,4,leasehold,0,"The Westin, London City EC4V",2888,6655000,Mansion House Station,0.1,EC4V
132571376,5,5,freehold,1,"Smith Terrace, London",,8500000,Sloane Square Station,0.4,
135691817,5,4,leasehold,2,"Chester Terrace, Regent's Park, London, NW1",0,12500000,Great Portland Street Station,0.4,NW1
136392137,5,4,leasehold,1,"Chester Terrace, Regent's Park, London, NW1",0,10500000,Great Portland Street Station,0.4,NW1
79465992,4,4,ask agent,1,"Damac Tower, Nine Elms, London",,11000000,Vauxhall Station,0.2,
132924305,4,4,leasehold,1,"Palace Gate, Kensington, W8",2880,6950000,High Street Kensington Station,0.3,W8
124333580,3,3,leasehold,0,"Bryanston Street, London, W1H",,13500000,Marble Arch Station,0.1,W1H
